,id_venta,id_producto,cantidad,fecha,id_cliente
16467,V007457,P0407,4,2022-08-25,C0188
16468,V002360,P0325,7,2022-12-16,C0286
16469,V001677,P0411,1,2021-07-01,C0206
16470,V006389,P0527,7,2024-07-05,C0104
16471,V002624,P0061,9,2023-06-13,C0178
16472,V005043,P0109,8,2022-05-26,C0152
16473,V000186,P0196,3,2021-01-03,C0004
16474,V000289,P0536,9,2024-01-29,C0002
16475,V001584,P0323,1,2023-09-20,C0096
16476,V002043,P0550,4,2024-01-27,C0262
16477,V000905,P0311,2,2023-02-23,C0221
16478,V003116,P0011,7,2020-12-24,C0168
16479,V001329,P0115,5,2023-01-17,C0267
16480,V003338,P0552,4,2020-04-20,C0089
16481,V004550,P0568,7,2023-03-11,C0002
16482,V004461,P0245,8,2023-05-02,C0126
16483,V006307,P0403,5,2023-10-12,C0120
16484,V001784,P0399,1,2023-01-22,C0069
16485,V002441,P0211,6,2020-02-04,C0241
16486,V002472,P0343,3,2023-08-04,C0022
16487,V007157,P0168,9,2023-01-20,C0051
16488,V003414,P0332,10,2021-01-18,C0294
16489,V002526,P0454,8,2023-09-30,C0048
16490,V001568,P0389,8,2024-03-22,C0093
16491,V000194,P0112,3,2022-04-14,C0002
16492,V006193,P0001,4,2023-10-06,C0209
16493,V004558,P0486,7,2022-03-09,C0155
16494,V000630,P0544,1,2022-06-27,C0059
16495,V003776,P0393,2,2023-07-31,C0039
16496,V005860,P0143,7,2022-03-05,C0277
16497,V003412,P0206,2,2021-03-16,C0070
16498,V002780,P0172,7,2022-03-02,C0005
16499,V002044,P0381,10,2020-02-02,C0067
16500,V002648,P0227,5,2023-12-30,C0047
16501,V002423,P0393,9,2023-11-12,C0030
16502,V005857,P0561,3,2023-08-07,C0032
16503,V001271,P0210,9,2023-11-04,C0027
16504,V007764,P0411,4,2022-04-10,C0276
16505,V007208,P0315,1,2021-07-31,C0256
16506,V000619,P0236,2,2021-06-01,C0229
16507,V001992,P0164,5,2023-02-19,C0033
16508,V001458,P0019,3,2022-09-28,C0198
16509,V000277,P0187,5,2023-11-13,C0015
16510,V004543,P0536,1,2022-11-07,C0041
16511,V001248,P0111,7,2022-03-30,C0224
16512,V002312,P0273,4,2022-02-10,C0059
16513,V002746,P0245,3,2021-12-13,C0279
16514,V002376,P0399,9,2020-06-02,C0106
16515,V002304,P0335,10,2022-05-29,C0250
16516,V004021,P0552,10,2023-11-26,C0182
16517,V001096,P0349,6,2022-06-18,C0067
16518,V002916,P0094,3,2020-08-13,C0283
16519,V004952,P0188,8,2021-02-14,C0067
16520,V004315,P0235,10,2020-07-13,C0027
16521,V003276,P0264,6,2022-04-03,C0220
16522,V005114,P0565,5,2021-08-04,C0058
16523,V001947,P0286,1,2020-05-27,C0125
16524,V003295,P0082,9,2024-03-29,C0285
16525,V007465,P0053,6,2021-08-27,C0033
16526,V006310,P0395,1,2022-09-24,C0234
16527,V007551,P0226,3,2021-08-11,C0137
16528,V003213,P0574,7,2024-04-17,C0081
16529,V001775,P0415,5,2024-03-20,C0104
16530,V007056,P0587,1,2024-02-06,C0011
16531,V007324,P0232,2,2021-01-20,C0267
16532,V000880,P0102,9,2021-02-21,C0197
16533,V003815,P0518,7,2022-12-10,C0224
16534,V002312,P0029,1,2022-02-10,C0059
16535,V002459,P0413,5,2022-09-18,C0114
16536,V007687,P0432,7,2024-03-09,C0067
16537,V006076,P0248,2,2020-08-25,C0245
16538,V006413,P0031,9,2023-12-22,C0243
16539,V003906,P0421,1,2020-08-14,C0035
16540,V000909,P0310,5,2023-08-03,C0232
16541,V000896,P0459,5,2020-01-19,C0071
16542,V000522,P0151,5,2022-05-01,C0243
16543,V002556,P0301,5,2022-02-28,C0071
16544,V007136,P0417,5,2023-04-01,C0053
16545,V004418,P0483,8,2022-02-07,C0261
16546,V004763,P0539,4,2022-11-24,C0122
16547,V001266,P0153,8,2022-11-24,C0076
16548,V001084,P0228,9,2022-09-28,C0015
16549,V005938,P0555,10,2023-12-06,C0037
16550,V000620,P0286,1,2024-02-01,C0123
16551,V001985,P0514,4,2020-10-06,C0218
16552,V002348,P0058,9,2020-11-11,C0197
16553,V006993,P0348,6,2020-12-05,C0078
16554,V003207,P0149,10,2023-12-23,C0011
16555,V002408,P0258,7,2022-04-02,C0131
16556,V006438,P0425,8,2020-05-17,C0205
16557,V002039,P0541,3,2023-01-13,C0050
16558,V001750,P0147,7,2020-07-20,C0039
16559,V001681,P0096,5,2021-06-12,C0226
16560,V000617,P0061,10,2020-06-29,C0243
16561,V000771,P0026,8,2023-10-17,C0218
16562,V005527,P0166,6,2021-03-23,C0060
16563,V004134,P0135,3,2024-05-22,C0049
16564,V004398,P0389,2,2023-07-21,C0300
16565,V000744,P0093,3,2020-03-26,C0245
16566,V006588,P0383,5,2022-05-08,C0093
16567,V006128,P0211,5,2023-03-15,C0035
16568,V003504,P0365,3,2020-12-20,C0300
16569,V006854,P0082,9,2023-10-26,C0278
16570,V006127,P0012,3,2020-05-04,C0270
16571,V001445,P0099,5,2021-06-16,C0119
16572,V003127,P0347,10,2023-03-30,C0246
16573,V003910,P0348,1,2023-03-30,C0037
16574,V001972,P0323,5,2020-06-05,C0113
16575,V003789,P0555,6,2021-11-01,C0183
16576,V001738,P0077,2,2021-07-21,C0117
16577,V001619,P0354,7,2020-12-09,C0269
16578,V000701,P0369,5,2023-07-05,C0282
16579,V005480,P0135,9,2023-02-26,C0204
16580,V006511,P0236,10,2021-04-18,C0061
16581,V001846,P0335,7,2021-06-21,C0197
16582,V001464,P0402,9,2024-03-19,C0131
16583,V004593,P0560,4,2021-07-25,C0035
16584,V004754,P0010,9,2022-10-24,C0090
16585,V002300,P0098,9,2023-03-05,C0212
16586,V000551,P0419,10,2021-03-01,C0278
16587,V004715,P0485,10,2023-06-21,C0238
16588,V003763,P0201,4,2022-03-05,C0178
16589,V001938,P0507,6,2020-12-27,C0011
16590,V006830,P0224,10,2022-06-11,C0237
16591,V003735,P0264,2,2021-09-26,C0168
16592,V001385,P0362,3,2020-10-01,C0099
16593,V000927,P0072,7,2024-06-13,C0038
16594,V004392,P0291,7,2022-02-05,C0277
16595,V003264,P0083,5,2021-02-13,C0037
16596,V003898,P0151,8,2020-10-03,C0165
16597,V002845,P0345,10,2024-06-24,C0165
16598,V001407,P0512,6,2022-02-24,C0027
16599,V004467,P0268,1,2023-11-12,C0229
16600,V001127,P0557,6,2021-06-22,C0145
16601,V007745,P0191,6,2020-06-23,C0246
16602,V005544,P0295,6,2022-05-20,C0199
16603,V003486,P0131,1,2021-02-16,C0032
16604,V005558,P0370,3,2020-05-03,C0168
16605,V002487,P0196,4,2021-12-23,C0129
16606,V003182,P0092,2,2021-08-24,C0112
16607,V005542,P0400,3,2022-06-02,C0064
16608,V005463,P0331,2,2023-12-12,C0271
16609,V002832,P0551,5,2024-01-04,C0049
16610,V005672,P0579,4,2021-12-12,C0232
16611,V007503,P0587,4,2024-02-16,C0084
16612,V004494,P0450,9,2022-08-07,C0241
16613,V006614,P0097,7,2024-05-29,C0113
16614,V001176,P0097,5,2022-05-11,C0079
16615,V002894,P0221,9,2020-11-30,C0132
16616,V000653,P0083,10,2020-03-09,C0132
16617,V002790,P0253,4,2023-01-08,C0075
16618,V001477,P0123,3,2023-07-13,C0145
16619,V007497,P0109,1,2020-03-16,C0138
16620,V000952,P0442,6,2022-11-15,C0137
16621,V002269,P0484,6,2023-04-01,C0045
16622,V001939,P0465,8,2023-12-11,C0132
16623,V004014,P0122,5,2024-03-04,C0174
16624,V005800,P0388,1,2021-01-14,C0265
16625,V002785,P0478,1,2020-06-26,C0211
16626,V005897,P0546,3,2023-04-04,C0246
16627,V002396,P0281,7,2023-10-22,C0134
16628,V000804,P0048,9,2023-02-01,C0224
16629,V000432,P0133,3,2021-12-30,C0129
16630,V001435,P0335,4,2022-06-25,C0132
16631,V004355,P0418,4,2024-01-24,C0300
16632,V005354,P0046,1,2022-10-28,C0092
16633,V001598,P0592,2,2021-03-18,C0142
16634,V003620,P0484,1,2020-03-01,C0153
16635,V002028,P0501,3,2022-01-05,C0125
16636,V001230,P0410,10,2022-05-22,C0251
16637,V006704,P0332,6,2021-12-15,C0070
16638,V001364,P0488,6,2021-05-05,C0017
16639,V001765,P0075,2,2021-08-15,C0190
16640,V007081,P0167,4,2023-07-31,C0277
16641,V007974,P0484,10,2020-07-30,C0147
16642,V007984,P0340,6,2021-03-29,C0112
16643,V000552,P0359,3,2024-03-02,C0004
16644,V003095,P0234,2,2021-12-27,C0154
16645,V007987,P0166,6,2021-08-23,C0167
16646,V005508,P0545,4,2021-05-11,C0143
16647,V000176,P0043,10,2021-08-11,C0132
16648,V007301,P0426,3,2020-03-20,C0133
16649,V007512,P0285,9,2023-06-27,C0251
16650,V002960,P0394,10,2022-09-18,C0269
16651,V000586,P0505,7,2020-07-10,C0188
16652,V006758,P0251,4,2020-10-17,C0198
16653,V004395,P0218,7,2021-09-24,C0025
16654,V007991,P0418,6,2023-11-11,C0277
16655,V001884,P0065,3,2021-08-11,C0113
16656,V001641,P0296,8,2021-08-22,C0237
16657,V000406,P0454,5,2022-01-08,C0120
16658,V003493,P0093,5,2021-09-13,C0047
16659,V006782,P0562,6,2022-06-25,C0078
16660,V000279,P0098,5,2022-08-08,C0124
16661,V004290,P0128,10,2022-09-02,C0184
16662,V007253,P0534,10,2024-02-28,C0140
16663,V001815,P0113,9,2022-05-24,C0228
16664,V002153,P0006,5,2020-06-01,C0163
16665,V006909,P0048,1,2022-02-07,C0264
16666,V003004,P0531,10,2020-09-13,C0126
16667,V000858,P0545,6,2022-09-21,C0032
16668,V006953,P0319,5,2020-03-14,C0240
16669,V006546,P0449,2,2022-01-12,C0043
16670,V006140,P0009,3,2020-11-08,C0187
16671,V001805,P0244,2,2023-06-26,C0090
16672,V002289,P0445,5,2020-06-10,C0209
16673,V007998,P0587,1,2021-04-23,C0148
16674,V003986,P0193,5,2022-12-16,C0119
16675,V004230,P0116,8,2021-01-25,C0215
16676,V006185,P0594,4,2021-02-11,C0245
16677,V000325,P0320,3,2020-07-01,C0210
16678,V007702,P0526,1,2021-01-10,C0127
16679,V004164,P0359,10,2021-09-11,C0291
16680,V005078,P0497,3,2022-02-17,C0164
16681,V006609,P0416,10,2021-07-01,C0002
16682,V001763,P0238,7,2020-08-02,C0037
16683,V001056,P0594,4,2020-08-19,C0043
16684,V003275,P0233,8,2021-07-24,C0001
16685,V007553,P0497,10,2021-12-29,C0264
16686,V004111,P0488,6,2022-10-06,C0096
16687,V000850,P0164,7,2020-05-04,C0030
16688,V004318,P0491,5,2022-06-20,C0005
16689,V001234,P0341,9,2020-07-07,C0241
16690,V002138,P0452,8,2023-03-22,C0300
16691,V001846,P0150,6,2021-06-21,C0197
16692,V006014,P0523,3,2020-08-26,C0034
16693,V002571,P0183,2,2021-02-16,C0079
16694,V004295,P0491,2,2023-12-13,C0139
16695,V002266,P0414,4,2023-11-01,C0216
16696,V001153,P0138,5,2023-04-04,C0244
16697,V003756,P0557,2,2020-08-25,C0215
16698,V002870,P0324,9,2021-12-11,C0286
16699,V000077,P0249,1,2021-10-20,C0120
16700,V000199,P0344,2,2022-06-27,C0205
16701,V004933,P0232,2,2023-03-22,C0096
16702,V007172,P0430,8,2023-05-18,C0057
16703,V006696,P0163,7,2022-05-19,C0067
16704,V003522,P0202,1,2021-07-31,C0022
16705,V007620,P0521,1,2020-11-05,C0237
16706,V007980,P0456,5,2022-10-28,C0232
16707,V006098,P0149,7,2021-07-28,C0112
16708,V005929,P0078,4,2024-05-30,C0223
16709,V005640,P0307,9,2021-05-12,C0009
16710,V005852,P0229,9,2023-09-05,C0150
16711,V001206,P0564,2,2020-07-25,C0215
16712,V007992,P0414,5,2023-02-24,C0195
16713,V003958,P0337,2,2020-12-11,C0065
16714,V007347,P0531,3,2023-01-24,C0138
16715,V007950,P0450,10,2023-06-10,C0264
16716,V007623,P0551,9,2022-07-16,C0123
16717,V002737,P0511,3,2023-07-15,C0101
16718,V003054,P0556,6,2020-01-09,C0190
16719,V007963,P0365,3,2021-08-16,C0049
16720,V005009,P0244,1,2023-04-21,C0026
16721,V007237,P0576,5,2023-11-17,C0247
16722,V007714,P0579,3,2023-12-25,C0081
16723,V004043,P0511,6,2021-01-29,C0197
16724,V004108,P0505,3,2022-10-16,C0261
16725,V006124,P0386,5,2021-02-22,C0258
16726,V000897,P0289,3,2023-06-12,C0294
16727,V000636,P0337,7,2022-05-04,C0092
16728,V007683,P0542,2,2022-10-29,C0113
16729,V005940,P0018,5,2021-07-02,C0262
16730,V004918,P0317,4,2021-12-11,C0047
16731,V007757,P0246,5,2021-06-12,C0204
16732,V001121,P0153,2,2023-01-10,C0148
16733,V002749,P0116,3,2023-10-12,C0234
16734,V006840,P0158,2,2021-01-17,C0297
16735,V004536,P0597,9,2021-04-21,C0032
16736,V007252,P0319,2,2022-04-20,C0192
16737,V002337,P0254,1,2022-09-30,C0038
16738,V001927,P0483,2,2020-12-22,C0154
16739,V006867,P0004,5,2022-08-15,C0065
16740,V006614,P0139,1,2024-05-29,C0113
16741,V005025,P0163,6,2020-06-03,C0264
16742,V001635,P0588,4,2020-05-07,C0041
16743,V000395,P0466,6,2020-05-10,C0184
16744,V005125,P0177,10,2022-01-26,C0263
16745,V003679,P0441,2,2021-04-08,C0163
16746,V006819,P0549,5,2020-04-15,C0043
16747,V004176,P0245,8,2021-09-04,C0124
16748,V001323,P0430,6,2021-06-09,C0032
16749,V001312,P0142,4,2020-04-13,C0089
16750,V002899,P0021,5,2020-12-13,C0093
16751,V003389,P0572,5,2021-05-28,C0238
16752,V006951,P0158,7,2024-02-15,C0263
16753,V004043,P0350,10,2021-01-29,C0197
16754,V002820,P0065,6,2021-08-24,C0220
16755,V006461,P0352,8,2020-11-29,C0026
16756,V005547,P0279,9,2022-12-07,C0182
16757,V002474,P0210,10,2022-03-30,C0156
16758,V001104,P0591,9,2020-08-25,C0004
16759,V002134,P0012,1,2020-05-17,C0138
16760,V007578,P0414,6,2023-02-23,C0030
16761,V007486,P0168,7,2023-07-22,C0261
16762,V005113,P0165,3,2021-03-03,C0048
16763,V004478,P0238,7,2020-12-30,C0249
16764,V004534,P0013,2,2022-04-15,C0203
16765,V004704,P0331,8,2024-02-26,C0165
16766,V000328,P0250,6,2023-10-29,C0226
16767,V006234,P0158,5,2020-11-30,C0002
16768,V001928,P0491,8,2021-05-05,C0071
16769,V002474,P0536,8,2022-03-30,C0156
16770,V002807,P0295,4,2023-05-07,C0099
16771,V002850,P0463,8,2020-02-07,C0086
16772,V000438,P0016,1,2022-11-12,C0190
16773,V006618,P0089,1,2022-08-19,C0220
16774,V007972,P0020,5,2021-04-14,C0278
16775,V002047,P0535,4,2020-01-01,C0093
16776,V003079,P0048,2,2020-12-21,C0075
16777,V005353,P0115,2,2022-11-30,C0044
16778,V006662,P0306,9,2020-05-19,C0159
16779,V000788,P0082,2,2023-08-15,C0122
16780,V004103,P0097,5,2022-02-19,C0261
16781,V005222,P0116,2,2024-04-28,C0113
16782,V005834,P0048,3,2020-02-16,C0221
16783,V001416,P0173,3,2023-02-24,C0174
16784,V002868,P0246,2,2021-11-18,C0011
16785,V004978,P0445,1,2024-05-12,C0147
16786,V006159,P0570,6,2020-07-01,C0247
16787,V001668,P0083,8,2022-07-17,C0294
16788,V006577,P0457,2,2021-09-23,C0209
16789,V004972,P0586,4,2021-12-07,C0184
16790,V005198,P0064,1,2023-03-11,C0190
16791,V006317,P0539,4,2024-05-10,C0142
16792,V005240,P0289,10,2023-10-12,C0067
16793,V001530,P0196,9,2020-12-07,C0159
16794,V002181,P0158,3,2024-06-27,C0022
16795,V004982,P0523,10,2023-09-26,C0047
16796,V002607,P0459,3,2021-05-11,C0297
16797,V002220,P0083,4,2023-06-27,C0106
16798,V004966,P0448,4,2024-03-05,C0026
16799,V001355,P0534,6,2021-06-14,C0218
16800,V003576,P0509,9,2022-09-30,C0164
16801,V007282,P0262,7,2022-03-01,C0209
16802,V003819,P0332,1,2023-04-06,C0247
16803,V007091,P0555,8,2023-12-05,C0031
16804,V002999,P0306,10,2021-11-07,C0071
16805,V006429,P0492,1,2022-07-08,C0057
16806,V001380,P0297,6,2021-12-05,C0265
16807,V004851,P0202,8,2023-07-05,C0002
16808,V003716,P0119,4,2021-08-28,C0043
16809,V003128,P0310,7,2021-12-18,C0197
16810,V003680,P0126,7,2021-03-23,C0051
16811,V000289,P0239,7,2024-01-29,C0002
16812,V007206,P0356,8,2021-04-25,C0069
16813,V006768,P0460,1,2022-10-12,C0038
16814,V000944,P0139,3,2021-02-15,C0278
16815,V002378,P0553,4,2020-05-23,C0241
16816,V006088,P0496,10,2020-08-31,C0230
16817,V005403,P0479,6,2020-03-21,C0112
16818,V001348,P0370,9,2024-06-17,C0299
16819,V000145,P0401,1,2022-03-14,C0216
16820,V002273,P0088,4,2020-10-11,C0262
16821,V001308,P0561,6,2023-06-11,C0282
16822,V004350,P0242,3,2021-09-29,C0132
16823,V006299,P0224,3,2022-07-11,C0218
16824,V007840,P0413,5,2021-07-20,C0053
16825,V001282,P0338,10,2020-08-13,C0059
16826,V000442,P0372,3,2023-12-06,C0132
16827,V000209,P0412,10,2020-06-24,C0149
16828,V000525,P0405,1,2020-03-01,C0041
16829,V003313,P0194,6,2020-11-09,C0074
16830,V004918,P0154,5,2021-12-11,C0047
16831,V003331,P0402,1,2020-06-29,C0153
16832,V001559,P0573,4,2023-09-05,C0009
16833,V002854,P0109,10,2020-03-11,C0258
16834,V001499,P0319,5,2021-02-04,C0092
16835,V004231,P0137,6,2023-11-21,C0206
16836,V007728,P0335,10,2022-12-04,C0082
16837,V005487,P0149,2,2022-01-06,C0122
16838,V003803,P0399,8,2021-01-24,C0250
16839,V003989,P0131,7,2024-03-14,C0092
16840,V005960,P0349,4,2022-02-08,C0224
16841,V000234,P0295,8,2023-01-13,C0245
16842,V002523,P0512,7,2024-06-18,C0127
16843,V006202,P0173,9,2021-04-19,C0134
16844,V000973,P0077,8,2022-08-08,C0155
16845,V007176,P0590,3,2021-10-23,C0073
16846,V001062,P0393,1,2021-11-18,C0246
16847,V007712,P0438,10,2022-07-16,C0212
16848,V007171,P0232,4,2020-08-07,C0021
16849,V000617,P0514,5,2020-06-29,C0243
16850,V003886,P0455,1,2020-05-05,C0048
16851,V006033,P0359,8,2022-05-17,C0212
16852,V007485,P0554,1,2021-05-03,C0223
16853,V004709,P0498,5,2023-11-16,C0250
16854,V001569,P0108,6,2021-07-24,C0232
16855,V004484,P0534,5,2022-06-02,C0041
16856,V000918,P0209,3,2024-05-22,C0283
16857,V003854,P0421,8,2020-12-12,C0144
16858,V001833,P0026,8,2022-12-11,C0134
16859,V001109,P0098,10,2022-12-03,C0096
16860,V005527,P0532,6,2021-03-23,C0060
16861,V007955,P0336,4,2023-02-02,C0101
16862,V004836,P0137,2,2024-07-01,C0125
16863,V000456,P0525,8,2020-06-24,C0127
16864,V006842,P0372,3,2023-10-22,C0045
16865,V007422,P0495,2,2023-07-07,C0210
16866,V005902,P0526,5,2023-08-12,C0070
16867,V003549,P0285,7,2020-04-18,C0164
16868,V004793,P0075,9,2024-02-28,C0295
16869,V001582,P0270,6,2024-01-29,C0206
16870,V001023,P0214,7,2022-12-27,C0143
16871,V005179,P0496,10,2020-12-14,C0058
16872,V006582,P0062,4,2023-04-02,C0188
16873,V001708,P0082,9,2022-10-23,C0015
16874,V002998,P0576,3,2022-09-14,C0299
16875,V007740,P0278,9,2020-06-02,C0291
16876,V004883,P0523,5,2023-11-11,C0195
16877,V000980,P0025,8,2022-12-21,C0165
16878,V005252,P0279,10,2021-09-20,C0181
16879,V001370,P0350,6,2021-02-17,C0167
16880,V000217,P0012,7,2023-02-15,C0011
16881,V003956,P0211,4,2020-09-24,C0078
16882,V006404,P0161,2,2023-10-24,C0244
16883,V006503,P0196,7,2024-03-10,C0278
16884,V002467,P0320,3,2022-02-25,C0072
16885,V006592,P0300,8,2024-06-23,C0058
16886,V003565,P0285,8,2021-07-12,C0206
16887,V004520,P0385,7,2021-03-26,C0061
16888,V005513,P0303,3,2023-04-24,C0021
16889,V002142,P0161,8,2023-06-17,C0084
16890,V007144,P0121,9,2022-05-18,C0243
16891,V006357,P0053,1,2023-10-28,C0155
16892,V004781,P0165,3,2023-12-20,C0181
16893,V002791,P0443,6,2021-06-06,C0147
16894,V007329,P0215,8,2023-12-07,C0079
16895,V006868,P0168,5,2021-01-24,C0148
16896,V001172,P0438,3,2020-06-12,C0286
16897,V006336,P0116,5,2020-08-09,C0261
16898,V005306,P0216,3,2021-06-05,C0101
16899,V002851,P0270,9,2023-08-20,C0147
16900,V001045,P0139,7,2020-02-06,C0291
16901,V003640,P0562,1,2021-03-29,C0278
16902,V007072,P0289,10,2022-12-04,C0169
16903,V004887,P0358,2,2022-12-28,C0261
16904,V003994,P0437,6,2022-02-25,C0156
16905,V002547,P0360,4,2024-06-26,C0073
16906,V007591,P0020,2,2023-01-27,C0041
16907,V005717,P0369,10,2024-02-12,C0045
16908,V006296,P0365,3,2022-03-13,C0056
16909,V000380,P0302,1,2021-08-15,C0058
16910,V000033,P0226,1,2023-07-31,C0129
16911,V004131,P0230,2,2023-06-08,C0255
16912,V000281,P0213,10,2024-03-08,C0109
16913,V007441,P0153,3,2020-07-25,C0249
16914,V002961,P0289,5,2022-03-03,C0076
16915,V005953,P0249,1,2020-11-25,C0168
16916,V000539,P0382,6,2020-07-25,C0286
16917,V005849,P0159,5,2024-01-23,C0026
16918,V002968,P0391,7,2020-05-10,C0168
16919,V004491,P0163,6,2023-10-16,C0046
16920,V007476,P0413,10,2021-06-11,C0033
16921,V002450,P0270,2,2021-09-02,C0300
16922,V007418,P0213,2,2024-03-15,C0192
16923,V000979,P0558,9,2024-06-20,C0153
16924,V006374,P0550,7,2022-09-24,C0161
16925,V005268,P0159,8,2021-02-20,C0079
16926,V006266,P0539,4,2020-11-12,C0161
16927,V006380,P0443,6,2023-01-29,C0253
16928,V005107,P0556,8,2022-10-23,C0205
16929,V002524,P0421,3,2021-04-28,C0109
16930,V003481,P0216,7,2024-02-02,C0089
16931,V003068,P0229,4,2022-02-26,C0211
16932,V005364,P0458,8,2021-01-20,C0230
16933,V006565,P0083,10,2021-02-06,C0244
16934,V004528,P0044,4,2020-02-08,C0253
16935,V002082,P0056,5,2023-04-16,C0113
16936,V000445,P0352,6,2024-04-27,C0017
16937,V006019,P0088,1,2020-10-20,C0064
16938,V007868,P0122,1,2023-12-13,C0220
16939,V000878,P0432,2,2020-11-10,C0222
16940,V003502,P0391,5,2023-06-22,C0166
16941,V005348,P0307,8,2023-01-29,C0185
16942,V002034,P0283,3,2023-12-20,C0133
16943,V002298,P0443,1,2021-02-09,C0156
16944,V001718,P0486,7,2020-04-23,C0211
16945,V006595,P0179,5,2022-08-17,C0043
16946,V006542,P0062,8,2020-09-01,C0163
16947,V003953,P0507,8,2023-08-05,C0089
16948,V002653,P0418,7,2021-01-31,C0047
16949,V001283,P0488,4,2024-03-17,C0210
16950,V001537,P0043,7,2024-02-19,C0212
16951,V006231,P0266,7,2022-10-04,C0297
16952,V006718,P0022,3,2020-04-21,C0153
16953,V001189,P0116,4,2021-07-09,C0270
16954,V006318,P0541,4,2022-05-19,C0270
16955,V002931,P0484,1,2020-08-26,C0217
16956,V003702,P0228,9,2020-12-03,C0033
16957,V003100,P0059,7,2021-03-26,C0234
16958,V005187,P0164,1,2023-06-21,C0074
16959,V002062,P0393,3,2022-10-23,C0134
16960,V004312,P0376,10,2023-09-27,C0123
16961,V000762,P0255,3,2023-08-26,C0285
16962,V005805,P0386,4,2023-04-11,C0032
16963,V004144,P0179,8,2021-10-15,C0209
16964,V006397,P0027,4,2023-10-13,C0182
16965,V002158,P0200,1,2024-01-13,C0061
16966,V007084,P0536,10,2023-04-23,C0251
16967,V003976,P0508,8,2021-11-04,C0132
16968,V004380,P0233,2,2020-03-29,C0244
16969,V003611,P0340,6,2020-08-07,C0099
16970,V002934,P0469,6,2023-08-01,C0205
16971,V006155,P0056,9,2021-01-11,C0119
16972,V001987,P0092,7,2024-05-03,C0166
16973,V003025,P0510,5,2023-10-26,C0032
16974,V004796,P0018,9,2020-01-24,C0059
16975,V002436,P0307,10,2022-02-28,C0186
16976,V005762,P0143,2,2023-06-22,C0227
16977,V006256,P0434,8,2023-12-22,C0048
16978,V002583,P0061,1,2022-07-11,C0265
16979,V002657,P0137,3,2023-07-04,C0026
16980,V007577,P0419,1,2020-09-07,C0017
16981,V002037,P0463,7,2023-02-16,C0089
16982,V002342,P0313,8,2021-09-11,C0184
16983,V001374,P0475,10,2024-03-15,C0246
16984,V005715,P0171,8,2022-06-11,C0084
16985,V002310,P0511,2,2021-05-14,C0247
16986,V006520,P0403,1,2020-05-23,C0188
16987,V002510,P0487,8,2020-03-13,C0092
16988,V004692,P0021,8,2023-02-22,C0276
16989,V007260,P0351,7,2021-09-04,C0053
16990,V001431,P0323,7,2020-05-12,C0131
16991,V002577,P0015,2,2020-09-29,C0282
16992,V004721,P0302,9,2021-09-17,C0229
16993,V002422,P0448,8,2020-04-28,C0155
16994,V003928,P0035,5,2024-04-03,C0156
16995,V000506,P0594,3,2023-12-24,C0168
16996,V002363,P0276,3,2023-07-22,C0185
16997,V000359,P0183,5,2020-09-13,C0022
16998,V007520,P0388,8,2023-03-04,C0088
16999,V006428,P0544,1,2023-07-03,C0131
17000,V007861,P0324,7,2022-12-08,C0249
17001,V001261,P0262,10,2021-11-19,C0142
17002,V005946,P0179,5,2023-05-18,C0267
17003,V004864,P0558,6,2020-01-20,C0155
17004,V005614,P0401,5,2023-06-14,C0071
17005,V006046,P0524,4,2022-09-07,C0149
17006,V000114,P0092,4,2023-02-13,C0247
17007,V000242,P0297,10,2022-06-13,C0251
17008,V005217,P0413,4,2024-06-23,C0089
17009,V005559,P0259,9,2022-07-10,C0286
17010,V003831,P0395,3,2020-10-18,C0162
17011,V004069,P0087,10,2023-11-09,C0017
17012,V004763,P0590,10,2022-11-24,C0122
17013,V005528,P0455,3,2021-04-21,C0234
17014,V007200,P0557,1,2021-05-20,C0160
17015,V003578,P0284,1,2023-04-30,C0082
17016,V004857,P0030,3,2024-04-14,C0022
17017,V006471,P0345,9,2023-08-11,C0037
17018,V001013,P0495,9,2020-08-20,C0005
17019,V006171,P0511,6,2023-02-02,C0281
17020,V004397,P0039,9,2024-01-02,C0267
17021,V004744,P0110,4,2023-07-19,C0167
17022,V006894,P0410,9,2021-01-24,C0217
17023,V004143,P0082,6,2021-11-18,C0300
17024,V005002,P0349,9,2022-07-12,C0205
17025,V003445,P0255,10,2024-02-23,C0261
17026,V007617,P0286,4,2020-10-08,C0088
17027,V000578,P0261,8,2021-08-23,C0057
17028,V005581,P0078,10,2020-03-20,C0183
17029,V002048,P0568,6,2023-03-27,C0037
17030,V001118,P0295,1,2023-05-26,C0197
17031,V003860,P0442,7,2020-06-07,C0261
17032,V001191,P0269,6,2022-06-08,C0198
17033,V001663,P0398,5,2020-09-04,C0046
17034,V003681,P0145,4,2023-08-28,C0250
17035,V003838,P0526,9,2021-07-01,C0162
17036,V007595,P0315,6,2020-09-01,C0163
17037,V006346,P0173,2,2021-08-01,C0217
17038,V004688,P0321,4,2020-11-15,C0027
17039,V000095,P0429,10,2023-12-25,C0264
17040,V006724,P0031,9,2023-04-21,C0263
17041,V003233,P0263,2,2020-03-14,C0049
17042,V004127,P0150,5,2022-12-23,C0269
17043,V000529,P0590,8,2020-04-03,C0031
17044,V003201,P0306,10,2022-10-22,C0116
17045,V003353,P0179,3,2022-10-16,C0262
17046,V002840,P0406,3,2023-12-26,C0232
17047,V005471,P0550,9,2020-09-27,C0043
17048,V000871,P0135,2,2022-10-10,C0168
